#,CPU,Type,Performance,Cores / threads,Year,TDP,Brand
1,Intel Xeon 6960P,server,74.09,72 / 144,2024,500 W,Intel
354,Intel Core i7-12650H,notebook,12.34,10 / 16,2022,45 W,Intel
355,Intel Xeon W-11955M,mobile workstation,12.31,8 / 16,2021,35 W,Intel
356,Intel Xeon E-2436,server,12.31,6 / 12,2023,65 W,Intel
357,Intel Core i9-9900X,desktop,12.28,10 / 20,2018,165 W,Intel
358,Intel Core 5 120,desktop,12.27,6 / 12,2025,65 W,Intel
359,Intel Xeon E5-2697A v4,server,12.26,16 / 32,2016,145 W,Intel
360,Intel Xeon E7-8891 v3,server,12.26,10 / 20,2015,165 W,Intel
361,Intel Xeon Gold 5218,server,12.24,16 / 32,2019,125 W,Intel
362,Intel Core i7-11700B,notebook,12.24,8 / 16,2021,65 W,Intel
363,Intel Xeon Gold 6130,server,12.19,16 / 32,2017,125 W,Intel
364,Intel Xeon E5-2696 V3,server,12.16,18 / 36,2014,145 W,Intel
365,Intel Xeon Gold 5218T,server,12.15,16 / 32,2019,105 W,Intel
366,Intel Core i9-10910,desktop,12.14,10 / 20,2020,2.5 W,Intel
367,Intel Core i5-12600,desktop,12.13,6 / 12,2022,65 W,Intel
368,Intel Core i7-11850HE,notebook,12.12,8 / 16,2021,35 W,Intel
369,Intel Xeon E5-2673 v4,server,12.07,20 / 40,2016,135 W,Intel
370,Intel Core i7-12700T,desktop,12.04,12 / 20,2022,35 W,Intel
371,Intel Core 5 220H,notebook,12.02,12 / 16,2024,45 W,Intel
372,Intel Xeon E-2378G,server,12.00,8 / 16,2021,80 W,Intel
373,Intel Core i5-13500H,notebook,11.96,12 / 16,2023,45 W,Intel
374,Intel Xeon Gold 6136,server,11.94,12 / 24,2017,150 W,Intel
375,Intel Core i5-14400T,desktop,11.92,10 / 16,2024,35 W,Intel
376,Intel Xeon Silver 4216,server,11.92,16 / 32,2019,100 W,Intel
377,Intel Xeon E5-2697 v4,server,11.90,18 / 36,2016,145 W,Intel
378,Intel Xeon 6337P,server,11.86,6 / 12,2025,80 W,Intel
379,Intel Core i9-7900X,desktop,11.85,10 / 20,2017,140 W,Intel
380,Intel Core i5-12600H,notebook,11.84,12 / 16,2022,45 W,Intel
381,Intel Xeon W-2155,server,11.83,10 / 20,2017,140 W,Intel
382,Intel Xeon Gold 6126T,server,11.81,12 / 24,2017,125 W,Intel
383,Intel Core i7-11700F,desktop,11.78,8 / 16,2021,65 W,Intel
384,Intel Core Ultra 5 125H,notebook,11.77,14 / 18,2023,0 W,Intel
385,Intel Core i9-11950H,notebook,11.75,8 / 16,2021,35 W,Intel
386,Intel Xeon E-2456,server,11.74,6 / 12,2023,80 W,Intel
387,Intel Xeon Silver 4310T,server,11.72,10 / 20,2021,105 W,Intel
388,Intel Core i7-11700,desktop,11.70,8 / 16,2021,65 W,Intel
389,Intel Xeon D-2753NT,server,11.70,12 / 24,2022,87 W,Intel
390,Intel Xeon Gold 6226,server,11.69,12 / 24,2019,125 W,Intel
391,Intel Core i9-13900TE,desktop,11.68,24 / 32,2023,35 W,Intel
392,Intel Xeon Gold 6250,server,11.65,8 / 16,2020,185 W,Intel
393,Intel Xeon Gold 6334,server,11.63,8 / 16,2021,165 W,Intel
394,Intel Xeon W-2150B,server,11.62,10 / 20,2017,120 W,Intel
395,Intel Xeon Gold 5315Y,server,11.61,8 / 16,2021,140 W,Intel
396,Intel Core i5-12500H,notebook,11.60,12 / 16,2022,45 W,Intel
397,Intel Core i9-9820X,desktop,11.60,10 / 20,2018,165 W,Intel
398,Intel Core i5-12500E,desktop,11.57,6 / 12,2022,65 W,Intel
399,Intel Core i5-12490F,desktop,11.55,6 / 12,2022,65 W,Intel
400,Intel Xeon Gold 6138T,server,11.54,20 / 40,2017,125 W,Intel
401,Intel Xeon E5-4667 v4,server,11.52,18 / 36,2016,135 W,Intel
402,Intel Core Ultra 9 288V,notebook,11.50,8 / 8,2024,30 W,Intel
403,Intel Xeon D-1747NTE,server,11.50,10 / 20,2022,80 W,Intel
404,Intel Core i5-13400T,desktop,11.49,10 / 16,2023,35 W,Intel
405,Intel Xeon W-1290,server,11.41,10 / 20,2020,80 W,Intel
406,Intel Core i7-1280P,notebook,11.36,14 / 20,2022,28 W,Intel
407,Intel Xeon E5-2699 v3,server,11.36,18 / 36,2014,145 W,Intel
408,Intel Core i7-1370P,notebook,11.36,14 / 20,2023,28 W,Intel
409,Intel Core i9-11900H,notebook,11.34,8 / 16,2021,35 W,Intel
410,Intel Xeon E7-4830,server,11.33,8 / 16,2011,105 W,Intel
411,Intel Core i7-11850H,notebook,11.27,8 / 16,2021,35 W,Intel
412,Intel Xeon E5-2686 v4,server,11.26,18 / 36,2016,145 W,Intel
413,Intel Core i7-11800H,notebook,11.25,8 / 16,2021,45 W,Intel
414,Intel Core i9-10900F,desktop,11.23,10 / 20,2020,65 W,Intel
415,Intel Core i7-12700TE,desktop,11.20,12 / 20,2022,35 W,Intel
416,Intel Core i5-12500,desktop,11.20,6 / 12,2022,65 W,Intel
417,Intel Core Ultra 7 268V,notebook,11.17,8 / 8,2024,17 W,Intel
418,Intel Xeon W-1350P,server,11.12,6 / 12,2021,125 W,Intel
419,Intel Xeon W-11865MRE,mobile workstation,11.11,8 / 16,2021,35 W,Intel
420,Intel Core Ultra 7 256V,notebook,11.11,8 / 8,2024,17 W,Intel
421,Intel Core i5-12400F,desktop,11.08,6 / 12,2022,65 W,Intel
422,Intel Core i5-11600K,desktop,11.07,6 / 12,2021,125 W,Intel
423,Intel Core i5-11600KF,desktop,11.04,6 / 12,2021,125 W,Intel
424,Intel Xeon E-2386G,server,11.04,6 / 12,2021,95 W,Intel
425,Intel Xeon W-2245,server,11.01,8 / 16,2019,155 W,Intel
426,Intel Core i9-9900KS,desktop,11.00,8 / 16,2019,127 W,Intel
427,Intel Xeon D-2183IT,server,10.99,16 / 32,2018,100 W,Intel
428,Intel Xeon Gold 6137,server,10.98,8 / 16,2017,205 W,Intel
429,Intel Core i9-10900E,desktop,10.96,10 / 20,2020,65 W,Intel
430,Intel Core Ultra 7 266V,notebook,10.92,8 / 8,2024,17 W,Intel
431,Intel Xeon E5-2690 v4,server,10.92,14 / 28,2016,135 W,Intel
432,Intel Core i5-1250P,notebook,10.87,12 / 16,2022,28 W,Intel
433,Intel Core i9-10900,desktop,10.87,10 / 20,2020,65 W,Intel
434,Intel Xeon D-2752TER,server,10.82,12 / 24,2022,77 W,Intel
435,Intel Xeon W-1290E,server,10.81,10 / 20,2020,95 W,Intel
436,Intel Core Ultra 7 258V,notebook,10.76,8 / 8,2024,17 W,Intel
437,Intel Xeon E5-2682 v4,server,10.71,16 / 32,2016,120 W,Intel
438,Intel Xeon E5-2698 v3,server,10.70,16 / 32,2014,135 W,Intel
439,Intel Xeon E5-2695 v4,server,10.68,18 / 36,2016,120 W,Intel
440,Intel Core i5-12400,desktop,10.66,6 / 12,2022,65 W,Intel
441,Intel Xeon Gold 6244,server,10.65,8 / 16,2019,150 W,Intel
442,Intel Core i5-1350P,notebook,10.65,12 / 16,2023,28 W,Intel
443,Intel Xeon w3-2425,server,10.65,6 / 12,2023,130 W,Intel
444,Intel Xeon W-1350,server,10.64,6 / 12,2021,80 W,Intel
445,Intel Xeon 6333P,server,10.63,6 / 12,2025,65 W,Intel
446,Intel Xeon Silver 4509Y,server,10.63,8 / 16,2023,125 W,Intel
447,Intel Xeon Silver 4309Y,server,10.61,8 / 16,2021,105 W,Intel
448,Intel Core i9-11900T,desktop,10.56,8 / 16,2021,35 W,Intel
449,Intel Core 5 210H,notebook,10.56,8 / 12,2024,45 W,Intel
450,Intel Core i5-1340P,notebook,10.55,12 / 16,2023,28 W,Intel
451,Intel Core i7-10700K,desktop,10.53,8 / 16,2020,125 W,Intel
452,Intel Core i7-1360P,notebook,10.50,12 / 16,2023,28 W,Intel
453,Intel Core Ultra 5 225U,notebook,10.48,12 / 14,2025,14 W,Intel
454,Intel Xeon E-2356G,server,10.47,6 / 12,2021,80 W,Intel
455,Intel Core Ultra 5 226V,notebook,10.44,8 / 8,2024,17 W,Intel
456,Intel Xeon W-1290T,server,10.44,10 / 20,2020,35 W,Intel
457,Intel Core i7-10700KF,desktop,10.42,8 / 16,2020,125 W,Intel
458,Intel Core Ultra 5 236V,notebook,10.40,8 / 8,2024,17 W,Intel
459,Intel Xeon W-3225,server,10.35,8 / 16,2019,160 W,Intel
460,Intel Xeon E7-8880 v3,server,10.35,18 / 36,2015,140 W,Intel
461,Intel Core Ultra 5 238V,notebook,10.33,8 / 8,2024,17 W,Intel
462,Intel Xeon E5-2697 v3,server,10.31,14 / 28,2014,145 W,Intel
463,Intel Xeon E5-2686 V3,server,10.29,18 / 36,2014,120 W,Intel
464,Intel Xeon Gold 5120,server,10.28,14 / 28,2017,105 W,Intel
465,Intel Core i7-9800X,desktop,10.28,8 / 16,2018,165 W,Intel
466,Intel Xeon Gold 5120T,server,10.28,14 / 28,2017,105 W,Intel
467,Intel Core i9-9900K,desktop,10.27,8 / 16,2018,95 W,Intel
468,Intel Xeon D-2187NT,server,10.25,16 / 32,2018,110 W,Intel
469,Intel Core i5-12450HX,notebook,10.24,8 / 12,2022,55 W,Intel
470,Intel Xeon Gold 6144,server,10.23,8 / 16,2017,150 W,Intel
471,Intel Core i9-9900KF,desktop,10.22,8 / 16,2019,95 W,Intel
472,Intel Xeon W-2145,server,10.22,8 / 16,2017,140 W,Intel
473,Intel Xeon W-1270P,server,10.19,8 / 16,2020,125 W,Intel
474,Intel Xeon Gold 6234,server,10.18,8 / 16,2019,130 W,Intel
475,Intel Core i5-11600,desktop,10.16,6 / 12,2021,65 W,Intel
476,Intel Core Ultra 7 265U,notebook,10.15,12 / 14,2025,14 W,Intel
477,Intel Core Ultra 7 255U,notebook,10.13,12 / 14,2025,14 W,Intel
478,Intel Xeon Phi 7290,server,10.12,72 / 288,2016,245 W,Intel
479,Intel Xeon D-1736NT,server,10.11,8 / 16,2022,67 W,Intel
480,Intel Xeon E5-2687W v4,server,10.00,12 / 24,2016,160 W,Intel
481,Intel Core 3 100HL,desktop,9.97,8 / 12,2024,45 W,Intel
482,Intel Core i7-6950X,desktop,9.97,10 / 20,2016,140 W,Intel
483,Intel Xeon E5-4669 v4,server,9.95,22 / 44,2016,135 W,Intel
484,Intel Xeon Gold 6126,server,9.92,12 / 24,2017,125 W,Intel
485,Intel Xeon Silver 4214R,server,9.92,12 / 24,2020,100 W,Intel
486,Intel Xeon W-11855M,mobile workstation,9.91,6 / 12,2021,35 W,Intel
487,Intel Xeon E5-2683 v4,server,9.91,16 / 32,2016,120 W,Intel
488,Intel Xeon E-2288G,server,9.90,8 / 16,2019,95 W,Intel
489,Intel Xeon W-1270,server,9.90,8 / 16,2020,80 W,Intel
490,Intel Core Ultra 5 235U,notebook,9.89,12 / 14,2025,14 W,Intel
491,Intel Xeon E5-4669 v3,server,9.88,18 / 36,2015,135 W,Intel
492,Intel Core i5-12600T,desktop,9.88,6 / 12,2022,35 W,Intel
493,Intel Xeon W-2140B,server,9.82,8 / 16,2017,120 W,Intel
494,Intel Xeon E5-2680 v4,server,9.81,14 / 28,2016,3.5 W,Intel
495,Intel Core i5-13420H,notebook,9.76,8 / 12,2023,45 W,Intel
496,Intel Core i7-7820X,desktop,9.74,8 / 16,2017,140 W,Intel
497,Intel Core Ultra 5 125U,notebook,9.73,12 / 14,2023,0 W,Intel
498,Intel Core i5-11500,desktop,9.69,6 / 12,2021,65 W,Intel
499,Intel Xeon E5-2689 v4,server,9.69,10 / 20,2016,165 W,Intel
500,Intel Core i5-11500B,notebook,9.68,6 / 12,2021,7.5 W,Intel
501,Intel Xeon E-2378,server,9.68,8 / 16,2021,65 W,Intel
502,Intel Core i9-10980HK,notebook,9.66,8 / 16,2020,45 W,Intel
503,Intel Xeon W-3223,server,9.62,8 / 16,2019,160 W,Intel
504,Intel Xeon D-1848TER,server,9.61,10 / 20,2023,57 W,Intel
505,Intel Core i5-11400F,desktop,9.58,6 / 12,2021,65 W,Intel
506,Intel Core Ultra 5 135U,notebook,9.58,12 / 14,2023,0 W,Intel
507,Intel Xeon Gold 5117,server,9.58,14 / 28,2017,105 W,Intel
508,Intel Core Ultra 7 165U,notebook,9.56,12 / 14,2023,0 W,Intel
509,Intel Core Ultra 5 228V,notebook,9.55,8 / 8,2024,17 W,Intel
510,Intel Xeon E-2278G,server,9.54,8 / 16,2019,95 W,Intel
511,Intel Xeon Gold 5118,server,9.50,12 / 24,2017,105 W,Intel
512,Intel Core i5-11400,desktop,9.45,6 / 12,2021,65 W,Intel
513,Intel Core i7-1270P,notebook,9.43,12 / 16,2022,28 W,Intel
514,Intel Core i7-1260P,notebook,9.41,12 / 16,2022,28 W,Intel
515,Intel Xeon E5-2695 v3,server,9.37,14 / 28,2014,120 W,Intel
516,Intel Xeon Gold 6134,server,9.37,8 / 16,2017,130 W,Intel
517,Intel Xeon Silver 4214,server,9.34,12 / 24,2019,85 W,Intel
518,Intel Xeon E7-4809 v2,server,9.34,6 / 12,2014,105 W,Intel
519,Intel Xeon Silver 4214Y,server,9.32,12 / 24,2019,85 W,Intel
520,Intel Xeon 6325P,server,9.27,4 / 8,2025,55 W,Intel
521,Intel Core i5-12500T,desktop,9.26,6 / 12,2022,35 W,Intel
522,Intel Xeon E5-2698B V3,server,9.24,16 / 32,2015,135 W,Intel
523,Intel Core i9-9900,desktop,9.21,8 / 16,2019,65 W,Intel
524,Intel Core 5 120U,notebook,9.21,10 / 12,2024,15 W,Intel
525,Intel Xeon E5-4650 v4,server,9.20,14 / 28,2016,105 W,Intel
526,Intel Core i5-1240P,notebook,9.20,12 / 16,2022,28 W,Intel
527,Intel Xeon D-2733NT,server,9.19,8 / 16,2022,80 W,Intel
528,Intel Core Ultra 7 155U,notebook,9.18,12 / 14,2023,0 W,Intel
529,Intel Core i7-10700F,desktop,9.15,8 / 16,2020,125 W,Intel
530,Intel Xeon E-2336,server,9.15,6 / 12,2021,65 W,Intel
531,Intel Core i5-12450H,notebook,9.15,8 / 12,2022,45 W,Intel
532,Intel Xeon E5-2669 V3,server,9.13,12 / 24,2015,120 W,Intel
533,Intel Core i7-10700,desktop,9.11,8 / 16,2020,65 W,Intel
534,Intel Xeon E5-2690 v3,server,9.09,12 / 24,2014,135 W,Intel
535,Intel Xeon E-2278GE,server,9.05,8 / 16,2019,80 W,Intel
536,Intel Xeon W-11865MLE,mobile workstation,9.03,8 / 16,2021,25 W,Intel
537,Intel Xeon w3-2423,server,8.96,6 / 12,2023,120 W,Intel
538,Intel Xeon Gold 5215,server,8.94,10 / 20,2019,85 W,Intel
539,Intel Core i5-11500H,notebook,8.89,6 / 12,2021,35 W,Intel
540,Intel Xeon D-1746TER,server,8.88,10 / 20,2022,67 W,Intel
541,Intel Xeon E5-2660 v4,server,8.87,14 / 28,2016,105 W,Intel
542,Intel Core i5-12400T,desktop,8.82,6 / 12,2022,35 W,Intel
543,Intel Xeon D-1726,server,8.80,6 / 12,2022,70 W,Intel
544,Intel Xeon W-10885M,mobile workstation,8.78,8 / 16,2020,2 W,Intel
545,Intel Core i5-11260H,notebook,8.76,6 / 12,2021,35 W,Intel
546,Intel Core i7-11600H,notebook,8.76,6 / 12,2021,35 W,Intel
547,Intel Xeon Gold 5217,server,8.75,8 / 16,2019,115 W,Intel
548,Intel Xeon E5-4667 v3,server,8.73,16 / 32,2015,135 W,Intel
549,Intel Core i3-14100F,desktop,8.72,4 / 8,2024,58 W,Intel
550,Intel Xeon E5-4660 v4,server,8.72,16 / 32,2016,120 W,Intel
551,Intel Core i7-11700T,desktop,8.71,8 / 16,2021,35 W,Intel
552,Intel Core i5-11400H,notebook,8.65,6 / 12,2021,35 W,Intel
553,Intel Core i3-14100,desktop,8.63,4 / 8,2024,60 W,Intel
554,Intel Xeon Silver 4210R,server,8.61,10 / 20,2020,100 W,Intel
555,Intel Xeon Silver 4116T,server,8.61,12 / 24,2017,85 W,Intel
556,Intel Xeon E-2286M,mobile workstation,8.57,8 / 16,2019,45 W,Intel
557,Intel Xeon D-2166NT,server,8.57,12 / 24,2018,85 W,Intel
558,Intel Core 7 250U,notebook,8.56,10 / 12,−,0 W,Intel
559,Intel Xeon E5-4610 v4,server,8.55,10 / 20,2016,105 W,Intel
560,Intel Xeon Gold 5115,server,8.52,10 / 20,2017,85 W,Intel
561,Intel Core i5-12500TE,desktop,8.51,6 / 12,2022,35 W,Intel
562,Intel Core 7 150U,notebook,8.47,10 / 12,2024,15 W,Intel
563,Intel Xeon Silver 4116,server,8.46,12 / 24,2017,85 W,Intel
564,Intel Xeon E5-2658A V3,server,8.44,12 / 24,2015,105 W,Intel
565,Intel Xeon E5-2680 v3,server,8.43,12 / 24,2014,120 W,Intel
566,Intel Xeon D-1733NT,server,8.42,8 / 16,2022,53 W,Intel
567,Intel Xeon E5-1681 V3,server,8.40,10 / 20,2014,135 W,Intel
568,Intel Core i9-10900T,desktop,8.35,10 / 20,2020,35 W,Intel
569,Intel Xeon E5-2683 v3,server,8.33,14 / 28,2014,120 W,Intel
570,Intel Xeon Silver 4215R,server,8.33,8 / 16,2020,130 W,Intel
571,Intel Core i7-6900K,desktop,8.32,8 / 16,2016,140 W,Intel
572,Intel Xeon E5-2678 v3,server,8.32,12 / 24,2015,120 W,Intel
573,Intel Core i3-13100F,desktop,8.31,4 / 8,2023,58 W,Intel
574,Intel Xeon E5-2687W v3,server,8.24,10 / 20,2014,160 W,Intel
575,Intel Core i7-10875H,notebook,8.23,8 / 16,2020,45 W,Intel
576,Intel Xeon W-1290TE,server,8.23,10 / 20,2020,35 W,Intel
577,Intel Core i3-1220P,notebook,8.22,10 / 12,2022,28 W,Intel
578,Intel Core i5-11600T,desktop,8.19,6 / 12,2021,35 W,Intel
579,Intel Core i9-10885H,notebook,8.19,8 / 16,2020,45 W,Intel
580,Intel Xeon E5-2658 v4,workstation,8.19,14 / 28,2016,105 W,Intel
581,Intel Xeon W-2135,server,8.17,6 / 12,2017,140 W,Intel
582,Intel Xeon Silver 4123,server,8.17,8 / 16,2018,105 W,Intel
583,Intel Core i7-9700K,desktop,8.16,8 / 8,2018,95 W,Intel
584,Intel Core i3-12300,desktop,8.16,4 / 8,2022,60 W,Intel
585,Intel Core 5 220U,notebook,8.16,10 / 12,−,0 W,Intel
586,Intel Xeon E5-2697 v2,server,8.09,12 / 24,2013,130 W,Intel
587,Intel Xeon W-1250P,server,8.09,6 / 12,2020,125 W,Intel
588,Intel Xeon D-1732TE,server,8.08,8 / 16,2022,52 W,Intel
589,Intel Core i7-9700KF,desktop,8.08,8 / 8,2019,95 W,Intel
590,Intel Core i5-10600K,desktop,8.08,6 / 12,2020,125 W,Intel
591,Intel Core i9-10880H,notebook,8.08,8 / 16,2020,2 W,Intel
592,Intel Xeon E5-1680 v4,server,8.07,8 / 16,2016,140 W,Intel
593,Intel Xeon W-2235,server,8.07,6 / 12,2019,130 W,Intel
594,Intel Core i5-1345U,notebook,8.07,10 / 12,2023,15 W,Intel
595,Intel Xeon E5-4660 v3,server,8.03,14 / 28,2015,120 W,Intel
596,Intel Core i9-10900TE,desktop,8.03,10 / 20,2020,35 W,Intel
597,Intel Core i5-10600KF,desktop,8.02,6 / 12,2020,95 W,Intel
598,Intel Core i7-1355U,notebook,8.00,10 / 12,2023,15 W,Intel
599,Intel Core i5-1335U,notebook,8.00,10 / 12,2023,15 W,Intel
600,Intel Core i7-10870H,notebook,7.99,8 / 16,2020,45 W,Intel
601,Intel Core i7-8086K,desktop,7.98,6 / 12,2018,95 W,Intel
602,Intel Core i3-13100,desktop,7.97,4 / 8,2023,60 W,Intel
603,Intel Xeon E-2286G,server,7.97,6 / 12,2019,95 W,Intel
604,Intel Xeon E5-2666 V3,server,7.97,10 / 20,2014,135 W,Intel
605,Intel Xeon E-2276G,server,7.96,6 / 12,2019,80 W,Intel
606,Intel Core i3-12100F,desktop,7.93,4 / 8,2022,58 W,Intel
607,Intel Core i9-9980HK,notebook,7.92,8 / 16,2019,45 W,Intel
608,Intel Xeon E5-2673 V3,server,7.90,12 / 24,2014,105 W,Intel
609,Intel Core i7-1365U,notebook,7.88,10 / 12,2023,15 W,Intel
610,Intel Xeon E-2236,server,7.87,6 / 12,2019,80 W,Intel
611,Intel Xeon E-2246G,server,7.84,6 / 12,2019,80 W,Intel
612,Intel Xeon E5-2667 v4,server,7.81,8 / 16,2016,135 W,Intel
613,Intel Xeon Silver 4215,server,7.78,8 / 16,2019,85 W,Intel
614,Intel Core i3-13100E,desktop,7.78,4 / 8,2023,60 W,Intel
615,Intel Xeon E-2374G,server,7.78,4 / 8,2021,80 W,Intel
616,Intel Core i3-14100T,desktop,7.78,4 / 8,2024,35 W,Intel
617,Intel Xeon D-1823NT,server,7.75,6 / 12,2023,55 W,Intel
618,Intel Xeon W-1250,server,7.75,6 / 12,2020,80 W,Intel
619,Intel Xeon D-1587,server,7.73,16 / 32,2016,65 W,Intel
620,Intel Core i7-1260U,notebook,7.72,10 / 12,2022,9.5 W,Intel
621,Intel Xeon E-2186G,server,7.72,6 / 12,2018,95 W,Intel
622,Intel Xeon E-2176G,server,7.71,6 / 12,2018,80 W,Intel
623,Intel Core i7-8700K,desktop,7.70,6 / 12,2017,95 W,Intel
624,Intel Core i5-10600,desktop,7.70,6 / 12,2020,65 W,Intel
625,Intel Core i3-12100E,desktop,7.68,4 / 8,2022,60 W,Intel
626,Intel Core i9-9880H,notebook,7.67,8 / 16,2019,45 W,Intel
627,Intel Xeon E5-2670 v3,server,7.65,12 / 24,2014,120 W,Intel
628,Intel Xeon E5-2658 V3,server,7.65,12 / 24,2014,105 W,Intel
629,Intel Xeon Silver 4210,server,7.63,10 / 20,2019,85 W,Intel
630,Intel Core i5-1240U,notebook,7.59,10 / 12,2022,9.5 W,Intel
631,Intel Core i7-5960X,desktop,7.59,8 / 16,2014,140 W,Intel
632,Intel Xeon E5-2695 v2,server,7.59,12 / 24,2013,115 W,Intel
633,Intel Xeon E5-2690 v2,server,7.59,10 / 20,2013,130 W,Intel
634,Intel Xeon E5-1660 v4,server,7.57,8 / 16,2016,140 W,Intel
635,Intel Core 3 100U,notebook,7.56,6 / 8,2024,15 W,Intel
636,Intel Core i7-1265U,notebook,7.54,10 / 12,2022,15 W,Intel
637,Intel Xeon E5-2650 v4,server,7.54,12 / 24,2016,105 W,Intel
638,Intel Xeon E5-1680 v3,server,7.53,8 / 16,2014,140 W,Intel
639,Intel Core i5-1334U,notebook,7.52,10 / 12,2023,15 W,Intel
640,Intel Xeon E-2146G,server,7.51,6 / 12,2018,80 W,Intel
641,Intel Core i9-9900T,desktop,7.49,8 / 16,2019,35 W,Intel
642,Intel Core i7-9700,desktop,7.49,8 / 8,2019,65 W,Intel
643,Intel Xeon E5-2675 V3,server,7.47,16 / 32,2014,110 W,Intel
644,Intel Xeon E5-2676 V3,server,7.47,12 / 24,2015,120 W,Intel
645,Intel Xeon D-1581,server,7.47,16 / 32,2016,65 W,Intel
646,Intel Core i7-9700F,desktop,7.47,8 / 8,2019,65 W,Intel
647,Intel Core Ultra 5 134U,notebook,7.47,12 / 14,2023,0 W,Intel
648,Intel Core i3-12300T,desktop,7.46,4 / 8,2022,35 W,Intel
649,Intel Xeon E-2136,server,7.46,6 / 12,2018,80 W,Intel
650,Intel Core i7-1255U,notebook,7.45,10 / 12,2022,15 W,Intel
651,Intel Xeon Silver 4114,server,7.43,10 / 20,2017,85 W,Intel
652,Intel Core i5-10500,desktop,7.41,6 / 12,2020,65 W,Intel
653,Intel Xeon E5-2660 v3,server,7.39,10 / 20,2014,105 W,Intel
654,Intel Core i5-11400T,desktop,7.39,6 / 12,2021,35 W,Intel
655,Intel Core i5-10400F,desktop,7.39,6 / 12,2020,65 W,Intel
656,Intel Xeon E5-4627 v4,server,7.35,10 / 10,2016,135 W,Intel
657,Intel Core i5-1245U,notebook,7.35,10 / 12,2022,15 W,Intel
658,Intel Core i7-7800X,desktop,7.35,6 / 12,2017,140 W,Intel
659,Intel Xeon E5-2685 v3,server,7.34,12 / 12,2014,120 W,Intel
660,Intel Xeon Gold 6128,server,7.31,6 / 12,2017,115 W,Intel
661,Intel Core i7-10700T,desktop,7.31,8 / 16,2020,35 W,Intel
662,Intel Core i3-13100T,desktop,7.26,4 / 8,2023,35 W,Intel
663,Intel Core i7-8700,desktop,7.23,6 / 12,2018,65 W,Intel
664,Intel Core i5-1235U,notebook,7.23,10 / 12,2022,15 W,Intel
665,Intel Xeon E5-2650L v4,server,7.22,14 / 28,2016,65 W,Intel
666,Intel Core i5-11500T,desktop,7.22,6 / 12,2021,35 W,Intel
667,Intel Xeon E5-2680 v2,server,7.21,10 / 20,2013,115 W,Intel
668,Intel Core Ultra 7 164U,notebook,7.16,12 / 14,2023,0 W,Intel
669,Intel Xeon W-2133,server,7.16,6 / 12,2017,140 W,Intel
670,Intel Xeon E5-1660 v3,server,7.14,8 / 16,2014,140 W,Intel
671,Intel Core i7-9700E,desktop,7.13,8 / 8,2019,65 W,Intel
672,Intel Core i3-12100T,desktop,7.08,4 / 8,2022,35 W,Intel
673,Intel Xeon E5-2667 v3,server,7.07,8 / 16,2014,135 W,Intel
674,Intel Xeon E5-2640 v4,server,7.07,10 / 20,2016,90 W,Intel
675,Intel Xeon E5-2618L v4,workstation,7.05,10 / 20,2016,75 W,Intel
676,Intel Xeon E5-1680 v2,server,7.03,8 / 16,2013,130 W,Intel
677,Intel Xeon E5-2649 V3,server,7.03,10 / 20,2014,105 W,Intel
678,Intel Xeon E-2334,server,7.01,4 / 8,2021,65 W,Intel
679,Intel Xeon E5-2673 v2,server,6.99,8 / 16,2013,110 W,Intel
680,Intel Core i3-12100,desktop,6.98,4 / 8,2022,60 W,Intel
681,Intel Xeon E5-2687W v2,server,6.98,8 / 16,2013,150 W,Intel
682,Intel Xeon W-10855M,mobile workstation,6.95,6 / 12,2020,1.5 W,Intel
683,Intel Xeon E5-2667 v2,server,6.91,8 / 16,2013,130 W,Intel
684,Intel Xeon E5-2692 v2,server,6.87,12 / 24,2013,100 W,Intel
685,Intel Xeon D-2143IT,server,6.87,8 / 16,2018,65 W,Intel
686,Intel Xeon E-2278GEL,server,6.82,8 / 16,2019,35 W,Intel
687,Intel Core i5-10505,desktop,6.81,6 / 12,2021,65 W,Intel
688,Intel Core i5-10400,desktop,6.80,6 / 12,2020,65 W,Intel
689,Intel Xeon D-2141I,server,6.74,8 / 16,2018,65 W,Intel
690,Intel Xeon E5-2650L v3,server,6.73,12 / 24,2014,65 W,Intel
691,Intel Xeon E5-2648L v4,workstation,6.71,14 / 28,2016,75 W,Intel
692,Intel Core i7-8700B,desktop,6.70,6 / 12,2018,65 W,Intel
693,Intel Xeon E5-2663 V3,server,6.68,10 / 20,2014,105 W,Intel
694,Intel Xeon D-2146NT,server,6.66,8 / 16,2018,80 W,Intel
695,Intel Core i7-11375H,notebook,6.65,6 / 8,2021,28 W,Intel
696,Intel Xeon E5-2650 v3,server,6.63,10 / 20,2014,105 W,Intel
697,Intel Xeon E-2276M,mobile workstation,6.61,6 / 12,2019,45 W,Intel
698,Intel Xeon D-1577,server,6.60,16 / 32,2016,45 W,Intel
699,Intel Xeon E5-4657L v2,server,6.59,12 / 24,2014,115 W,Intel
700,Intel Core i7-10850H,notebook,6.57,6 / 12,2020,45 W,Intel
701,Intel Core i7-11370H,notebook,6.55,6 / 8,2021,28 W,Intel
702,Intel Core i7-10750H,notebook,6.55,6 / 12,2020,45 W,Intel
703,Intel Core i5-10600T,desktop,6.52,6 / 12,2020,35 W,Intel
704,Intel Xeon E5-4628L v4,workstation,6.52,14 / 28,2016,75 W,Intel
705,Intel Xeon 6315P,server,6.52,4 / 4,2025,55 W,Intel
